r1_6_1

VEHICLE_1			COST	COST	COST	VEHICLE_2			COST	COST	COST			
NUMBER	CAPACITY_1	OPER_1	PENAL_1	IDLE_1	NUMBER	CAPACITY_2	OPER_2	PENAL_2	IDLE_2	HOME	E_BIN	PERIOD_NUM
13	500	2	7	3	13	100	1	2	5	25	25	4

ID	X	Y	D	LB	UB	S	K	A
CUST_NO.	XCOORD.	YCOORD.	DEMAND	READY_TIME	DUE_DATE	SERVICE_TIME	PERIODS	AVAILABILITY	CUS_PAY
 
0	150	150	0	0	1206	0	1	1	0
0	150	150	0	0	1206	0	2	1	0
0	150	150	0	0	1206	0	3	1	0
0	150	150	0	0	1206	0	4	1	0
1	24	261	8	518	728	5	1	1	300	
1	24	261	8	572	782	5	2	0	300	
1	24	261	8	510	820	5	3	1	300	
1	24	261	8	621	931	5	4	1	300	
2	1	81	21	331	741	5	1	0	300	
2	1	81	21	577	787	5	2	1	300	
2	1	81	21	453	863	5	3	0	300	
2	1	81	21	48	258	5	4	1	300	
3	256	286	31	604	814	5	1	0	300	
3	256	286	31	166	376	5	2	1	300	
3	256	286	31	348	558	5	3	1	300	
3	256	286	31	637	847	5	4	0	300	
4	147	240	4	667	977	5	1	1	300	
4	147	240	4	426	836	5	2	0	300	
4	147	240	4	597	807	5	3	1	300	
4	147	240	4	657	1067	5	4	1	300	
5	242	70	22	141	451	5	1	0	300	
5	242	70	22	58	368	5	2	1	300	
5	242	70	22	483	893	5	3	1	300	
5	242	70	22	382	592	5	4	0	300	
6	44	286	37	549	759	5	1	1	300	
6	44	286	37	112	422	5	2	0	300	
6	44	286	37	457	867	5	3	1	300	
6	44	286	37	449	759	5	4	0	300	
7	2	238	21	450	860	5	1	1	300	
7	2	238	21	339	649	5	2	1	300	
7	2	238	21	705	915	5	3	1	300	
7	2	238	21	388	798	5	4	1	300	
8	155	93	33	148	558	5	1	0	300	
8	155	93	33	532	742	5	2	1	300	
8	155	93	33	445	755	5	3	1	300	
8	155	93	33	692	902	5	4	0	300	
9	30	149	4	401	711	5	1	1	300	
9	30	149	4	695	1105	5	2	1	300	
9	30	149	4	80	390	5	3	0	300	
9	30	149	4	273	583	5	4	1	300	
10	63	130	21	572	882	5	1	1	300	
10	63	130	21	521	931	5	2	1	300	
10	63	130	21	529	939	5	3	0	300	
10	63	130	21	49	459	5	4	1	300	
11	57	123	19	175	585	5	1	1	300	
11	57	123	19	146	556	5	2	1	300	
11	57	123	19	608	918	5	3	0	300	
11	57	123	19	643	1053	5	4	1	300	
12	84	231	21	555	965	5	1	1	300	
12	84	231	21	369	579	5	2	0	300	
12	84	231	21	391	701	5	3	1	300	
12	84	231	21	487	897	5	4	1	300	
13	243	136	46	263	673	5	1	0	300	
13	243	136	46	483	693	5	2	1	300	
13	243	136	46	727	1037	5	3	1	300	
13	243	136	46	106	316	5	4	1	300	
14	88	190	12	508	918	5	1	1	300	
14	88	190	12	536	746	5	2	0	300	
