r2_6_1

VEHICLE_1			COST	COST	COST	VEHICLE_2			COST	COST	COST			
NUMBER	CAPACITY_1	OPER_1	PENAL_1	IDLE_1	NUMBER	CAPACITY_2	OPER_2	PENAL_2	IDLE_2	HOME	E_BIN	PERIOD_NUM
8	500	2	7	3	8	100	1	2	5	15	15	4

ID	X	Y	D	LB	UB	S	K	A
CUST_NO.	XCOORD.	YCOORD.	DEMAND	READY_TIME	DUE_DATE	SERVICE_TIME	PERIODS	AVAILABILITY	CUS_PAY
 
0	150	150	0	0	4823	0	1	1	0
0	150	150	0	0	4823	0	2	1	0
0	150	150	0	0	4823	0	3	1	0
0	150	150	0	0	4823	0	4	1	0
1	135	139	12	18	189	5	1	1	300	
1	135	139	12	1645	1769	5	2	0	300	
1	135	139	12	2767	2876	5	3	1	300	
1	135	139	12	1736	1841	5	4	0	300	
2	30	149	4	1582	1664	5	1	1	300	
2	30	149	4	1906	2002	5	2	0	300	
2	30	149	4	1176	1268	5	3	1	300	
2	30	149	4	1885	2028	5	4	1	300	
3	18	184	24	1478	1608	5	1	0	300	
3	18	184	24	2070	2111	5	2	1	300	
3	18	184	24	1810	1940	5	3	1	300	
3	18	184	24	3379	3484	5	4	0	300	
4	28	124	12	2816	2946	5	1	1	300	
4	28	124	12	636	822	5	2	0	300	
4	28	124	12	2161	2263	5	3	1	300	
4	28	124	12	644	774	5	4	1	300	
5	12	10	22	1688	1781	5	1	0	300	
5	12	10	22	351	429	5	2	1	300	
5	12	10	22	1620	1771	5	3	1	300	
5	12	10	22	3234	3324	5	4	1	300	
6	209	84	13	1542	1637	5	1	1	300	
6	209	84	13	3419	3524	5	2	1	300	
6	209	84	13	1855	1932	5	3	0	300	
6	209	84	13	3431	3437	5	4	1	300	
7	220	182	13	2456	2567	5	1	0	300	
7	220	182	13	2533	2658	5	2	1	300	
7	220	182	13	1384	1464	5	3	0	300	
7	220	182	13	3855	3938	5	4	1	300	
8	102	155	12	766	861	5	1	0	300	
8	102	155	12	2191	2278	5	2	1	300	
8	102	155	12	3299	3402	5	3	1	300	
8	102	155	12	2256	2391	5	4	0	300	
9	151	113	4	1411	1477	5	1	1	300	
9	151	113	4	3040	3187	5	2	1	300	
9	151	113	4	3174	3317	5	3	1	300	
9	151	113	4	1341	1440	5	4	1	300	
10	117	79	10	3602	3750	5	1	0	300	
10	117	79	10	3490	3588	5	2	1	300	
10	117	79	10	3140	3334	5	3	0	300	
10	117	79	10	438	572	5	4	1	300	
11	107	29	20	4032	4178	5	1	1	300	
11	107	29	20	948	1108	5	2	1	300	
11	107	29	20	523	665	5	3	1	300	
11	107	29	20	2831	3040	5	4	1	300	
12	283	275	12	2992	3042	5	1	1	300	
12	283	275	12	3520	3641	5	2	0	300	
12	283	275	12	2061	2195	5	3	1	300	
12	283	275	12	592	699	5	4	0	300	
13	225	192	26	2179	2311	5	1	1	300	
13	225	192	26	3130	3245	5	2	1	300	
13	225	192	26	2052	2208	5	3	1	300	
13	225	192	26	3451	3590	5	4	0	300	
14	152	241	2	2671	2818	5	1	1	300	
14	152	241	2	1799	1877	5	2	0	300	
14	152	241	2	141	285	5	3	1	300	
14	152	241	2	2048	2199	5	4	1	300	
15	81	219	27	3865	3963	5	1	0	300	
15	81	219	27	2930	3030	5	2	1	300	
15	81	219	27	1987	2117	5	3	1	300	
15	81	219	27	3102	3188	5	4	1	300	
16	85	75	38	0	4823	5	1	1	0	
16	85	75	38	0	4823	5	2	1	0	
16	85	75	38	0	4823	5	3	1	0	
16	85	75	38	0	4823	5	4	1	0	
17	166	99	49	0	4823	5	1	1	0	
17	166	99	49	0	4823	5	2	1	0	
17	166	99	49	0	4823	5	3	1	0	
17	166	99	49	0	4823	5	4	1	0	
18	59	113	36	0	4823	5	1	1	0	
18	59	113	36	0	4823	5	2	1	0	
18	59	113	36	0	4823	5	3	1	0	
18	59	113	36	0	4823	5	4	1	0	
19	135	251	41	0	4823	5	1	1	0	
19	135	251	41	0	4823	5	2	1	0	
19	135	251	41	0	4823	5	3	1	0	
19	135	251	41	0	4823	5	4	1	0	
20	24	76	63	0	4823	5	1	1	0	
20	24	76	63	0	4823	5	2	1	0	
20	24	76	63	0	4823	5	3	1	0	
20	24	76	63	0	4823	5	4	1	0	
21	76	160	42	0	4823	5	1	1	0	
21	76	160	42	0	4823	5	2	1	0	
21	76	160	42	0	4823	5	3	1	0	
21	76	160	42	0	4823	5	4	1	0	
22	126	233	30	0	4823	5	1	1	0	
22	126	233	30	0	4823	5	2	1	0	
22	126	233	30	0	4823	5	3	1	0	
22	126	233	30	0	4823	5	4	1	0	
23	181	297	50	0	4823	5	1	1	0	
23	181	297	50	0	4823	5	2	1	0	
23	181	297	50	0	4823	5	3	1	0	
23	181	297	50	0	4823	5	4	1	0	
24	234	107	44	0	4823	5	1	1	0	
24	234	107	44	0	4823	5	2	1	0	
24	234	107	44	0	4823	5	3	1	0	
24	234	107	44	0	4823	5	4	1	0	
25	153	226	28	0	4823	5	1	1	0	
25	153	226	28	0	4823	5	2	1	0	
25	153	226	28	0	4823	5	3	1	0	
25	153	226	28	0	4823	5	4	1	0	
26	202	292	40	0	4823	5	1	1	0	
26	202	292	40	0	4823	5	2	1	0	
26	202	292	40	0	4823	5	3	1	0	
26	202	292	40	0	4823	5	4	1	0	
27	263	193	39	0	4823	5	1	1	0	
27	263	193	39	0	4823	5	2	1	0	
27	263	193	39	0	4823	5	3	1	0	
27	263	193	39	0	4823	5	4	1	0	
28	159	287	61	0	4823	5	1	1	0	
28	159	287	61	0	4823	5	2	1	0	
28	159	287	61	0	4823	5	3	1	0	
28	159	287	61	0	4823	5	4	1	0	
29	26	0	52	0	4823	5	1	1	0	
29	26	0	52	0	4823	5	2	1	0	
29	26	0	52	0	4823	5	3	1	0	
29	26	0	52	0	4823	5	4	1	0	
30	183	44	67	0	4823	5	1	1	0	
30	183	44	67	0	4823	5	2	1	0	
30	183	44	67	0	4823	5	3	1	0	
30	183	44	67	0	4823	5	4	1	0	
0	150	150	0	0	4823	0	1	1	0
0	150	150	0	0	4823	0	2	1	0
0	150	150	0	0	4823	0	3	1	0
0	150	150	0	0	4823	0	4	1	0
