r2_6_1

VEHICLE_1			COST	COST	COST	VEHICLE_2			COST	COST	COST			
NUMBER	CAPACITY_1	OPER_1	PENAL_1	IDLE_1	NUMBER	CAPACITY_2	OPER_2	PENAL_2	IDLE_2	HOME	E_BIN	PERIOD_NUM
15	500	2	7	3	15	100	1	2	5	30	30	4

ID	X	Y	D	LB	UB	S	K	A
CUST_NO.	XCOORD.	YCOORD.	DEMAND	READY_TIME	DUE_DATE	SERVICE_TIME	PERIODS	AVAILABILITY	CUS_PAY
 
0	150	150	0	0	4823	0	1	1	0
0	150	150	0	0	4823	0	2	1	0
0	150	150	0	0	4823	0	3	1	0
0	150	150	0	0	4823	0	4	1	0
1	40	1	38	1851	1862	5	1	1	300	
1	40	1	38	292	378	5	2	1	300	
1	40	1	38	1841	1952	5	3	1	300	
1	40	1	38	2693	2819	5	4	1	300	
2	107	291	17	2178	2277	5	1	1	300	
2	107	291	17	1199	1231	5	2	1	300	
2	107	291	17	3003	3137	5	3	1	300	
2	107	291	17	946	1087	5	4	0	300	
3	198	159	23	3120	3221	5	1	1	300	
3	198	159	23	2737	2937	5	2	0	300	
3	198	159	23	1746	1852	5	3	1	300	
3	198	159	23	3047	3231	5	4	1	300	
4	57	192	33	2751	2834	5	1	1	300	
4	57	192	33	526	593	5	2	1	300	
4	57	192	33	1572	1692	5	3	1	300	
4	57	192	33	4044	4138	5	4	1	300	
5	168	42	26	2536	2648	5	1	0	300	
5	168	42	26	2213	2389	5	2	1	300	
5	168	42	26	2309	2428	5	3	0	300	
5	168	42	26	2499	2591	5	4	1	300	
6	241	183	12	3339	3529	5	1	1	300	
6	241	183	12	858	968	5	2	1	300	
6	241	183	12	517	625	5	3	1	300	
6	241	183	12	422	481	5	4	1	300	
7	183	43	14	2416	2555	5	1	1	300	
7	183	43	14	49	201	5	2	1	300	
7	183	43	14	639	711	5	3	0	300	
7	183	43	14	747	869	5	4	1	300	
8	224	138	16	3620	3771	5	1	0	300	
8	224	138	16	2495	2597	5	2	1	300	
8	224	138	16	1293	1439	5	3	0	300	
8	224	138	16	804	956	5	4	1	300	
9	88	49	21	699	791	5	1	0	300	
9	88	49	21	1367	1521	5	2	1	300	
9	88	49	21	905	1053	5	3	0	300	
9	88	49	21	2082	2220	5	4	1	300	
10	96	96	33	2035	2123	5	1	1	300	
10	96	96	33	18	189	5	2	1	300	
10	96	96	33	1645	1769	5	3	1	300	
10	96	96	33	2767	2876	5	4	1	300	
11	18	196	8	1736	1841	5	1	0	300	
11	18	196	8	1582	1664	5	2	1	300	
11	18	196	8	1906	2002	5	3	0	300	
11	18	196	8	1176	1268	5	4	1	300	
12	94	12	20	1885	2028	5	1	1	300	
12	94	12	20	1478	1608	5	2	1	300	
12	94	12	20	2070	2111	5	3	0	300	
12	94	12	20	1810	1940	5	4	1	300	
13	125	148	8	3379	3484	5	1	1	300	
13	125	148	8	2816	2946	5	2	0	300	
13	125	148	8	636	822	5	3	1	300	
13	125	148	8	2161	2263	5	4	0	300	
14	158	291	18	644	774	5	1	1	300	
14	158	291	18	1688	1781	5	2	0	300	
14	158	291	18	351	429	5	3	1	300	
14	158	291	18	1620	1771	5	4	1	300	
15	227	62	16	3234	3324	5	1	1	300	
15	227	62	16	1542	1637	5	2	1	300	
15	227	62	16	3419	3524	5	3	1	300	
15	227	62	16	1855	1932	5	4	1	300	
16	102	76	17	3431	3437	5	1	0	300	
