c2_6_1

VEHICLE_1			COST	COST	COST	VEHICLE_2			COST	COST	COST			
NUMBER	CAPACITY_1	OPER_1	PENAL_1	IDLE_1	NUMBER	CAPACITY_2	OPER_2	PENAL_2	IDLE_2	HOME	E_BIN	PERIOD_NUM
4	500	2	7	3	4	100	1	2	5	8	8	4

ID	X	Y	D	LB	UB	S	K	A
CUST_NO.	XCOORD.	YCOORD.	DEMAND	READY_TIME	DUE_DATE	SERVICE_TIME	PERIODS	AVAILABILITY	CUS_PAY
 
0	150	150	0	0	3815	0	1	1	0
0	150	150	0	0	3815	0	2	1	0
0	150	150	0	0	3815	0	3	1	0
0	150	150	0	0	3815	0	4	1	0
1	172	148	20	2496	2656	5	1	1	300	
1	172	148	20	2127	2287	5	2	0	300	
1	172	148	20	3350	3510	5	3	1	300	
1	172	148	20	1498	1658	5	4	0	300	
2	202	178	10	747	907	5	1	1	300	
2	202	178	10	1361	1521	5	2	0	300	
2	202	178	10	1862	2022	5	3	1	300	
2	202	178	10	128	288	5	4	1	300	
3	73	104	20	565	725	5	1	0	300	
3	73	104	20	2075	2235	5	2	1	300	
3	73	104	20	1786	1946	5	3	0	300	
3	73	104	20	967	1127	5	4	1	300	
4	233	224	10	2770	2930	5	1	0	300	
4	233	224	10	1509	1669	5	2	1	300	
4	233	224	10	1693	1853	5	3	0	300	
4	233	224	10	1024	1184	5	4	1	300	
5	265	211	10	611	771	5	1	1	300	
5	265	211	10	3054	3214	5	2	1	300	
5	265	211	10	891	1051	5	3	0	300	
5	265	211	10	2884	3044	5	4	1	300	
6	257	41	10	3074	3234	5	1	0	300	
6	257	41	10	1941	2101	5	2	1	300	
6	257	41	10	200	360	5	3	1	300	
6	257	41	10	3344	3504	5	4	0	300	
7	233	189	10	1651	1811	5	1	1	300	
7	233	189	10	2189	2349	5	2	1	300	
7	233	189	10	42	202	5	3	1	300	
7	233	189	10	546	706	5	4	0	300	
8	163	256	10	404	564	5	1	1	300	
8	163	256	10	2631	2791	5	2	1	300	
8	163	256	10	1494	1654	5	3	0	300	
8	163	256	10	2773	2933	5	4	1	300	
9	57	126	60	0	3815	5	1	1	0	
9	57	126	60	0	3815	5	2	1	0	
9	57	126	60	0	3815	5	3	1	0	
9	57	126	60	0	3815	5	4	1	0	
10	133	1	60	0	3815	5	1	1	0	
10	133	1	60	0	3815	5	2	1	0	
10	133	1	60	0	3815	5	3	1	0	
10	133	1	60	0	3815	5	4	1	0	
11	92	90	10	0	3815	5	1	1	0	
11	92	90	10	0	3815	5	2	1	0	
11	92	90	10	0	3815	5	3	1	0	
11	92	90	10	0	3815	5	4	1	0	
12	110	47	20	0	3815	5	1	1	0	
12	110	47	20	0	3815	5	2	1	0	
12	110	47	20	0	3815	5	3	1	0	
12	110	47	20	0	3815	5	4	1	0	
13	114	43	50	0	3815	5	1	1	0	
13	114	43	50	0	3815	5	2	1	0	
13	114	43	50	0	3815	5	3	1	0	
13	114	43	50	0	3815	5	4	1	0	
14	166	261	10	0	3815	5	1	1	0	
14	166	261	10	0	3815	5	2	1	0	
14	166	261	10	0	3815	5	3	1	0	
14	166	261	10	0	3815	5	4	1	0	
15	106	34	20	0	3815	5	1	1	0	
15	106	34	20	0	3815	5	2	1	0	
15	106	34	20	0	3815	5	3	1	0	
15	106	34	20	0	3815	5	4	1	0	
16	52	80	50	0	3815	5	1	1	0	
16	52	80	50	0	3815	5	2	1	0	
16	52	80	50	0	3815	5	3	1	0	
16	52	80	50	0	3815	5	4	1	0	
0	150	150	0	0	3815	0	1	1	0
0	150	150	0	0	3815	0	2	1	0
0	150	150	0	0	3815	0	3	1	0
0	150	150	0	0	3815	0	4	1	0
