r2_6_1

VEHICLE_1			COST	COST	COST	VEHICLE_2			COST	COST	COST			
NUMBER	CAPACITY_1	OPER_1	PENAL_1	IDLE_1	NUMBER	CAPACITY_2	OPER_2	PENAL_2	IDLE_2	HOME	E_BIN	PERIOD_NUM
20	500	2	7	3	20	100	1	2	5	40	40	4

ID	X	Y	D	LB	UB	S	K	A
CUST_NO.	XCOORD.	YCOORD.	DEMAND	READY_TIME	DUE_DATE	SERVICE_TIME	PERIODS	AVAILABILITY	CUS_PAY
 
0	150	150	0	0	4823	0	1	1	0
0	150	150	0	0	4823	0	2	1	0
0	150	150	0	0	4823	0	3	1	0
0	150	150	0	0	4823	0	4	1	0
1	224	229	16	1384	1464	5	1	1	300	
1	224	229	16	3855	3938	5	2	0	300	
1	224	229	16	766	861	5	3	1	300	
1	224	229	16	2191	2278	5	4	1	300	
2	175	123	23	3299	3402	5	1	1	300	
2	175	123	23	2256	2391	5	2	1	300	
2	175	123	23	1411	1477	5	3	0	300	
2	175	123	23	3040	3187	5	4	1	300	
3	274	256	10	3174	3317	5	1	0	300	
3	274	256	10	1341	1440	5	2	1	300	
3	274	256	10	3602	3750	5	3	1	300	
3	274	256	10	3490	3588	5	4	0	300	
4	256	286	31	3140	3334	5	1	1	300	
4	256	286	31	438	572	5	2	0	300	
4	256	286	31	4032	4178	5	3	1	300	
4	256	286	31	948	1108	5	4	1	300	
5	162	92	2	523	665	5	1	1	300	
5	162	92	2	2831	3040	5	2	0	300	
5	162	92	2	2992	3042	5	3	1	300	
5	162	92	2	3520	3641	5	4	0	300	
6	11	242	16	2061	2195	5	1	1	300	
6	11	242	16	592	699	5	2	1	300	
6	11	242	16	2179	2311	5	3	0	300	
6	11	242	16	3130	3245	5	4	1	300	
7	14	165	7	2052	2208	5	1	1	300	
7	14	165	7	3451	3590	5	2	0	300	
7	14	165	7	2671	2818	5	3	1	300	
7	14	165	7	1799	1877	5	4	1	300	
8	202	161	16	141	285	5	1	1	300	
8	202	161	16	2048	2199	5	2	1	300	
8	202	161	16	3865	3963	5	3	0	300	
8	202	161	16	2930	3030	5	4	1	300	
9	31	68	27	1987	2117	5	1	0	300	
9	31	68	27	3102	3188	5	2	1	300	
9	31	68	27	2915	3013	5	3	0	300	
9	31	68	27	3581	3724	5	4	1	300	
10	140	294	18	1662	1733	5	1	1	300	
10	140	294	18	456	614	5	2	1	300	
10	140	294	18	169	259	5	3	0	300	
10	140	294	18	2446	2590	5	4	1	300	
11	251	195	33	1137	1290	5	1	1	300	
11	251	195	33	612	745	5	2	0	300	
11	251	195	33	972	1101	5	3	1	300	
11	251	195	33	2115	2193	5	4	0	300	
12	72	89	13	2204	2338	5	1	1	300	
12	72	89	13	3259	3407	5	2	1	300	
12	72	89	13	1944	2049	5	3	0	300	
12	72	89	13	1228	1342	5	4	1	300	
13	73	81	15	2234	2332	5	1	0	300	
13	73	81	15	69	160	5	2	1	300	
13	73	81	15	1962	2130	5	3	0	300	
13	73	81	15	2181	2295	5	4	1	300	
14	206	121	10	2965	3124	5	1	1	300	
14	206	121	10	498	672	5	2	0	300	
14	206	121	10	286	311	5	3	1	300	
14	206	121	10	508	661	5	4	1	300	
15	11	185	30	1052	1217	5	1	1	300	
15	11	185	30	144	279	5	2	1	300	
15	11	185	30	1556	1694	5	3	1	300	
15	11	185	30	1996	2129	5	4	1	300	
16	110	31	15	1460	1564	5	1	0	300	
16	110	31	15	1351	1493	5	2	1	300	
16	110	31	15	665	755	5	3	0	300	
16	110	31	15	4063	4210	5	4	1	300	
17	34	5	16	2943	3058	5	1	0	300	
17	34	5	16	1222	1309	5	2	1	300	
17	34	5	16	1359	1468	5	3	1	300	
17	34	5	16	1098	1202	5	4	0	300	
18	239	84	17	2352	2441	5	1	1	300	
18	239	84	17	2416	2523	5	2	0	300	
18	239	84	17	1515	1652	5	3	1	300	
18	239	84	17	1330	1488	5	4	0	300	
19	110	145	8	642	803	5	1	1	300	
19	110	145	8	1955	2094	5	2	0	300	
19	110	145	8	3651	3732	5	3	1	300	
19	110	145	8	1120	1168	5	4	1	300	
20	160	179	32	3129	3228	5	1	0	300	
20	160	179	32	1603	1743	5	2	1	300	
20	160	179	32	1093	1155	5	3	1	300	
20	160	179	32	544	667	5	4	1	300	
21	127	77	11	3354	3404	5	1	0	300	
21	127	77	11	2573	2727	5	2	1	300	
21	127	77	11	1599	1693	5	3	1	300	
21	127	77	11	3051	3208	5	4	1	300	
22	274	136	11	3230	3325	5	1	1	300	
22	274	136	11	2535	2708	5	2	1	300	
