c1_6_1

VEHICLE_1			COST	COST	COST	VEHICLE_2			COST	COST	COST			
NUMBER	CAPACITY_1	OPER_1	PENAL_1	IDLE_1	NUMBER	CAPACITY_2	OPER_2	PENAL_2	IDLE_2	HOME	E_BIN	PERIOD_NUM
8	500	2	7	3	8	100	1	2	5	4	12	4

ID	X	Y	D	LB	UB	S	K	A
CUST_NO.	XCOORD.	YCOORD.	DEMAND	READY_TIME	DUE_DATE	SERVICE_TIME	PERIODS	AVAILABILITY	CUS_PAY
 
0	150	150	0	0	1496	0	1	1	0
0	150	150	0	0	1496	0	2	1	0
0	150	150	0	0	1496	0	3	1	0
0	150	150	0	0	1496	0	4	1	0
1	59	236	20	1026	1075	5	1	1	300	
1	59	236	20	694	752	5	2	0	300	
1	59	236	20	944	992	5	3	1	300	
1	59	236	20	396	446	5	4	0	300	
2	16	196	30	960	1031	5	1	0	300	
2	16	196	30	51	120	5	2	0	300	
2	16	196	30	276	334	5	3	1	300	
2	16	196	30	83	151	5	4	1	300	
3	211	61	20	629	697	5	1	0	300	
3	211	61	20	53	131	5	2	1	300	
3	211	61	20	520	579	5	3	1	300	
3	211	61	20	623	687	5	4	1	300	
4	33	142	20	746	806	5	1	1	300	
4	33	142	20	507	580	5	2	1	300	
4	33	142	20	601	674	5	3	1	300	
4	33	142	20	519	577	5	4	0	300	
5	260	58	60	0	1496	5	1	1	0	
5	260	58	60	0	1496	5	2	1	0	
5	260	58	60	0	1496	5	3	1	0	
5	260	58	60	0	1496	5	4	1	0	
6	272	38	80	0	1496	5	1	1	0	
6	272	38	80	0	1496	5	2	1	0	
6	272	38	80	0	1496	5	3	1	0	
6	272	38	80	0	1496	5	4	1	0	
7	66	7	60	0	1496	5	1	1	0	
7	66	7	60	0	1496	5	2	1	0	
7	66	7	60	0	1496	5	3	1	0	
7	66	7	60	0	1496	5	4	1	0	
8	175	101	20	0	1496	5	1	1	0	
8	175	101	20	0	1496	5	2	1	0	
8	175	101	20	0	1496	5	3	1	0	
8	175	101	20	0	1496	5	4	1	0	
9	110	79	40	0	1496	5	1	1	0	
9	110	79	40	0	1496	5	2	1	0	
9	110	79	40	0	1496	5	3	1	0	
9	110	79	40	0	1496	5	4	1	0	
10	29	148	20	0	1496	5	1	1	0	
10	29	148	20	0	1496	5	2	1	0	
10	29	148	20	0	1496	5	3	1	0	
10	29	148	20	0	1496	5	4	1	0	
11	209	127	40	0	1496	5	1	1	0	
11	209	127	40	0	1496	5	2	1	0	
11	209	127	40	0	1496	5	3	1	0	
11	209	127	40	0	1496	5	4	1	0	
12	236	240	40	0	1496	5	1	1	0	
12	236	240	40	0	1496	5	2	1	0	
12	236	240	40	0	1496	5	3	1	0	
12	236	240	40	0	1496	5	4	1	0	
13	10	198	10	0	1496	5	1	1	0	
13	10	198	10	0	1496	5	2	1	0	
13	10	198	10	0	1496	5	3	1	0	
13	10	198	10	0	1496	5	4	1	0	
14	230	221	50	0	1496	5	1	1	0	
14	230	221	50	0	1496	5	2	1	0	
14	230	221	50	0	1496	5	3	1	0	
14	230	221	50	0	1496	5	4	1	0	
15	167	105	40	0	1496	5	1	1	0	
15	167	105	40	0	1496	5	2	1	0	
15	167	105	40	0	1496	5	3	1	0	
15	167	105	40	0	1496	5	4	1	0	
16	143	288	80	0	1496	5	1	1	0	
16	143	288	80	0	1496	5	2	1	0	
16	143	288	80	0	1496	5	3	1	0	
16	143	288	80	0	1496	5	4	1	0	
0	150	150	0	0	1496	0	1	1	0
0	150	150	0	0	1496	0	2	1	0
0	150	150	0	0	1496	0	3	1	0
0	150	150	0	0	1496	0	4	1	0
