c2_6_1

VEHICLE_1			COST	COST	COST	VEHICLE_2			COST	COST	COST			
NUMBER	CAPACITY_1	OPER_1	PENAL_1	IDLE_1	NUMBER	CAPACITY_2	OPER_2	PENAL_2	IDLE_2	HOME	E_BIN	PERIOD_NUM
4	500	2	7	3	4	100	1	2	5	4	12	4

ID	X	Y	D	LB	UB	S	K	A
CUST_NO.	XCOORD.	YCOORD.	DEMAND	READY_TIME	DUE_DATE	SERVICE_TIME	PERIODS	AVAILABILITY	CUS_PAY
 
0	150	150	0	0	3815	0	1	1	0
0	150	150	0	0	3815	0	2	1	0
0	150	150	0	0	3815	0	3	1	0
0	150	150	0	0	3815	0	4	1	0
1	263	248	10	941	1101	5	1	1	300	
1	263	248	10	1297	1457	5	2	1	300	
1	263	248	10	690	850	5	3	1	300	
1	263	248	10	2626	2786	5	4	1	300	
2	190	157	10	1703	1863	5	1	0	300	
2	190	157	10	2711	2871	5	2	1	300	
2	190	157	10	314	474	5	3	0	300	
2	190	157	10	2350	2510	5	4	1	300	
3	252	37	20	3171	3331	5	1	0	300	
3	252	37	20	2045	2205	5	2	1	300	
3	252	37	20	1237	1397	5	3	0	300	
3	252	37	20	1001	1161	5	4	1	300	
4	143	6	20	3060	3220	5	1	1	300	
4	143	6	20	78	238	5	2	1	300	
4	143	6	20	3289	3449	5	3	0	300	
4	143	6	20	2411	2571	5	4	1	300	
5	62	132	40	0	3815	5	1	1	0	
5	62	132	40	0	3815	5	2	1	0	
5	62	132	40	0	3815	5	3	1	0	
5	62	132	40	0	3815	5	4	1	0	
6	49	57	70	0	3815	5	1	1	0	
6	49	57	70	0	3815	5	2	1	0	
6	49	57	70	0	3815	5	3	1	0	
6	49	57	70	0	3815	5	4	1	0	
7	193	250	10	0	3815	5	1	1	0	
7	193	250	10	0	3815	5	2	1	0	
7	193	250	10	0	3815	5	3	1	0	
7	193	250	10	0	3815	5	4	1	0	
8	135	270	30	0	3815	5	1	1	0	
8	135	270	30	0	3815	5	2	1	0	
8	135	270	30	0	3815	5	3	1	0	
8	135	270	30	0	3815	5	4	1	0	
9	233	160	10	0	3815	5	1	1	0	
9	233	160	10	0	3815	5	2	1	0	
9	233	160	10	0	3815	5	3	1	0	
9	233	160	10	0	3815	5	4	1	0	
10	264	64	60	0	3815	5	1	1	0	
10	264	64	60	0	3815	5	2	1	0	
10	264	64	60	0	3815	5	3	1	0	
10	264	64	60	0	3815	5	4	1	0	
11	86	100	50	0	3815	5	1	1	0	
11	86	100	50	0	3815	5	2	1	0	
11	86	100	50	0	3815	5	3	1	0	
11	86	100	50	0	3815	5	4	1	0	
12	28	52	60	0	3815	5	1	1	0	
12	28	52	60	0	3815	5	2	1	0	
12	28	52	60	0	3815	5	3	1	0	
12	28	52	60	0	3815	5	4	1	0	
13	167	110	60	0	3815	5	1	1	0	
13	167	110	60	0	3815	5	2	1	0	
13	167	110	60	0	3815	5	3	1	0	
13	167	110	60	0	3815	5	4	1	0	
14	266	172	70	0	3815	5	1	1	0	
14	266	172	70	0	3815	5	2	1	0	
14	266	172	70	0	3815	5	3	1	0	
14	266	172	70	0	3815	5	4	1	0	
15	75	89	70	0	3815	5	1	1	0	
15	75	89	70	0	3815	5	2	1	0	
15	75	89	70	0	3815	5	3	1	0	
15	75	89	70	0	3815	5	4	1	0	
16	71	222	70	0	3815	5	1	1	0	
16	71	222	70	0	3815	5	2	1	0	
16	71	222	70	0	3815	5	3	1	0	
16	71	222	70	0	3815	5	4	1	0	
0	150	150	0	0	3815	0	1	1	0
0	150	150	0	0	3815	0	2	1	0
0	150	150	0	0	3815	0	3	1	0
0	150	150	0	0	3815	0	4	1	0
